T1,T2,T3,T4,T5,userLevelByHuman
0.4,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0
0.45,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.0,0
0.16,0.0,0.0,0.0,0.0,0
0.53,0.0,0.3,0.0,0.1,0
0.7,0.0,0.0,0.0,0.0,0
0.45,0.0,0.0,0.0,0.0,0
0.33,0.0,0.0,0.0,0.0,0
0.6,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.0,0
0.0,0.4,0.0,0.0,0.0,0
0.65,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.2,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.0,0
0.6,0.0,0.0,0.0,0.0,0
0.3,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0
0.0,0.28,0.2,0.0,0.0,0
0.53,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0
0.68,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.0,0
0.63,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.66,0.0,0.0,0.0,0.0,0
0.73,0.0,0.0,0.0,0.0,0
0.25,0.0,0.0,0.001,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.399,0.0,0.0,0.0,0.0,0
0.5,0.001,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.65,0.0,0.0,0.001,0.0,0
0.55,0.0,0.0,0.001,0.0,0
0.6,0.001,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.001,0
0.5,0.001,0.0,0.0,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.33,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.0,0.28,0.2,0.0,0.001,0
0.7,0.0,0.0,0.0,0.001,0
0.66,0.0,0.0,0.001,0.0,0
0.72,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.661,0.0,0.0,0.001,0.0,0
0.25,0.001,0.0,0.001,0.0,0
0.72,0.0,0.001,0.001,0.0,0
0.35,0.0,0.001,0.0,0.0,0
0.6,0.001,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.7,0.0,0.0,0.0,0.002,0
0.25,0.0,0.0,0.0,0.001,0
0.2,0.0,0.001,0.0,0.0,0
0.001,0.4,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.601,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.0,0.28,0.2,0.0,0.001,0
0.4,0.0,0.001,0.0,0.0,0
0.66,0.001,0.0,0.001,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.33,0.0,0.001,0.0,0.001,0
0.4,0.001,0.0,0.0,0.0,0
0.7,0.0,0.001,0.001,0.0,0
0.4,0.0,0.002,0.0,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.33,0.0,0.0,0.0,0.001,0
0.001,0.28,0.2,0.0,0.001,0
0.7,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.0,0.4,0.0,0.001,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.55,0.0,0.001,0.001,0.0,0
0.7,0.001,0.0,0.001,0.0,0
0.63,0.0,0.001,0.0,0.0,0
0.4,0.0,0.0,0.001,0.0,0
0.001,0.3,0.0,0.0,0.0,0
0.659,0.001,0.0,0.001,0.0,0
0.65,0.0,0.0,0.0,0.001,0
0.731,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.0,0.4,0.0,0.0,0.001,0
0.249,0.0,0.0,0.0,0.001,0
0.66,0.001,0.0,0.001,0.0,0
0.53,0.0,0.299,0.0,0.1,0
0.699,0.0,0.0,0.0,0.001,0
0.25,0.001,0.0,0.0,0.001,0
0.53,0.001,0.0,0.0,0.0,0
0.55,0.0,0.001,0.0,0.0,0
0.401,0.0,0.0,0.0,0.0,0
0.529,0.0,0.0,0.0,0.0,0
0.699,0.0,0.0,0.0,0.001,0
0.65,0.0,0.0,0.0,0.002,0
0.401,0.0,0.0,0.0,0.001,0
0.6,0.001,0.0,0.0,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.66,0.002,0.0,0.001,0.0,0
0.401,0.0,0.0,0.0,0.0,0
0.5,0.0,0.001,0.0,0.0,0
0.65,0.0,0.0,0.0,0.002,0
0.0,0.399,0.0,0.0,0.0,0
0.699,0.0,0.001,0.001,0.0,0
0.73,0.0,0.0,0.0,0.001,0
0.65,0.0,0.001,0.0,0.0,0
0.599,0.0,0.0,0.0,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.4,0.001,0.0,0.0,0.001,0
0.0,0.4,0.0,0.001,0.001,0
0.0,0.28,0.2,0.001,0.001,0
0.531,0.0,0.0,0.0,0.0,0
0.6,0.001,0.0,0.001,0.0,0
0.65,0.0,0.002,0.0,0.0,0
0.53,0.0,0.0,0.0,0.0,0
0.6,0.001,0.001,0.001,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.699,0.0,0.001,0.0,0.001,0
0.5,0.0,0.001,0.0,0.0,0
0.57,0.0,0.0,0.001,0.0,0
0.659,0.001,0.0,0.001,0.001,0
0.4,0.001,0.0,0.0,0.0,0
0.7,0.001,0.001,0.0,0.0,0
0.33,0.0,0.0,0.0,0.001,0
0.6,0.0,0.001,0.0,0.0,0
0.249,0.001,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.66,0.001,0.0,0.001,0.001,0
0.7,0.0,0.0,0.0,0.001,0
0.25,0.0,0.0,0.0,0.0,0
0.001,0.4,0.0,0.0,0.001,0
0.25,0.0,0.001,0.0,0.0,0
0.53,0.0,0.001,0.0,0.0,0
0.0,0.299,0.0,0.0,0.0,0
0.65,0.0,0.0,0.0,0.001,0
0.7,0.001,0.002,0.0,0.0,0
0.25,0.0,0.0,0.001,0.0,0
0.68,0.001,0.0,0.0,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.6,0.0,0.0,0.001,0.0,0
0.6,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.6,0.002,0.0,0.001,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.001,0.4,0.0,0.0,0.001,0
0.7,0.0,0.002,0.0,0.001,0
0.6,0.0,0.001,0.0,0.0,0
0.5,0.0,0.0,0.001,0.001,0
0.5,0.0,0.001,0.0,0.001,0
0.731,0.0,0.0,0.0,0.0,0
0.65,0.0,0.0,0.0,0.001,0
0.5,0.0,0.001,0.001,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.499,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.001,0
0.629,0.0,0.001,0.0,0.0,0
0.5,0.0,0.0,0.001,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.7,0.001,0.001,0.0,0.001,0
0.57,0.0,0.0,0.0,0.001,0
0.6,0.0,0.001,0.0,0.0,0
0.33,0.0,0.001,0.0,0.0,0
0.4,0.0,0.0,0.0,0.001,0
0.2,0.0,0.002,0.0,0.0,0
0.6,0.0,0.0,0.0,0.001,0
0.0,0.4,0.001,0.0,0.001,0
0.55,0.0,0.0,0.002,0.0,0
0.401,0.0,0.001,0.0,0.001,0
0.4,0.0,0.0,0.001,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.7,0.0,0.0,0.0,0.001,0
0.401,0.0,0.0,0.0,0.0,0
0.401,0.001,0.0,0.0,0.001,0
0.7,0.0,0.0,0.0,0.002,0
0.699,0.0,0.001,0.002,0.0,0
0.659,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.6,0.002,0.0,0.002,0.0,0
0.499,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.63,0.0,0.001,0.0,0.0,0
0.0,0.28,0.2,0.001,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.699,0.0,0.001,0.0,0.002,0
0.66,0.002,0.0,0.0,0.0,0
0.6,0.001,0.0,0.0,0.001,0
0.001,0.401,0.0,0.0,0.001,0
0.7,0.001,0.0,0.0,0.001,0
0.6,0.002,0.0,0.0,0.0,0
0.25,0.0,0.0,0.002,0.0,0
0.701,0.001,0.0,0.0,0.0,0
0.66,0.001,0.001,0.001,0.0,0
0.66,0.002,0.0,0.001,0.0,0
0.7,0.001,0.0,0.001,0.001,0
0.2,0.001,0.001,0.0,0.0,0
0.45,0.0,0.0,0.001,0.0,0
0.5,0.0,0.0,0.0,0.0,0
0.731,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.0,0.401,0.0,0.001,0.001,0
0.72,0.0,0.0,0.0,0.001,0
0.5,0.0,0.0,0.001,0.001,0
0.6,0.0,0.0,0.0,0.0,0
0.53,0.001,0.3,0.0,0.1,0
0.401,0.0,0.001,0.0,0.0,0
0.66,0.002,0.0,0.001,0.001,0
0.0,0.28,0.199,0.0,0.001,0
0.1,0.0,0.001,0.0,0.0,0
0.329,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.0,0.002,0
0.6,0.0,0.001,0.0,0.0,0
0.33,0.001,0.0,0.0,0.001,0
0.6,0.001,0.001,0.0,0.0,0
0.7,0.0,0.001,0.002,0.0,0
0.6,0.001,0.0,0.001,0.0,0
0.53,0.001,0.0,0.0,0.0,0
0.249,0.0,0.0,0.0,0.002,0
0.331,0.001,0.0,0.0,0.001,0
0.7,0.001,0.001,0.001,0.0,0
0.2,0.0,0.001,0.0,0.001,0
0.002,0.4,0.0,0.0,0.0,0
0.601,0.0,0.0,0.0,0.001,0
0.4,0.0,0.001,0.0,0.001,0
0.0,0.4,0.001,0.0,0.0,0
0.53,0.001,0.299,0.0,0.1,0
0.001,0.299,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.401,0.0,0.0,0.001,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.662,0.0,0.0,0.001,0.0,0
0.001,0.4,0.001,0.0,0.001,0
0.719,0.0,0.0,0.0,0.001,0
0.0,0.2,0.0,0.0,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.601,0.001,0.0,0.0,0.001,0
0.33,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.001,0.002,0
0.53,0.0,0.001,0.001,0.0,0
0.73,0.0,0.0,0.0,0.001,0
0.699,0.0,0.0,0.0,0.0,0
0.53,0.0,0.299,0.0,0.1,0
0.001,0.299,0.001,0.0,0.0,0
0.001,0.299,0.0,0.0,0.0,0
0.599,0.0,0.0,0.0,0.0,0
0.6,0.001,0.0,0.0,0.0,0
0.6,0.001,0.002,0.0,0.0,0
0.4,0.001,0.001,0.0,0.0,0
0.6,0.001,0.001,0.001,0.0,0
0.199,0.0,0.001,0.0,0.0,0
0.5,0.0,0.002,0.0,0.001,0
0.55,0.0,0.0,0.0,0.0,0
0.45,0.0,0.001,0.001,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.701,0.0,0.0,0.0,0.0,0
0.331,0.0,0.0,0.0,0.0,0
0.501,0.0,0.0,0.0,0.0,0
0.0,0.4,0.0,0.001,0.001,0
0.33,0.001,0.0,0.0,0.001,0
0.65,0.001,0.002,0.0,0.0,0
0.501,0.001,0.0,0.0,0.0,0
0.66,0.002,0.0,0.0,0.001,0
0.6,0.001,0.001,0.0,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.7,0.0,0.002,0.0,0.0,0
0.4,0.0,0.0,0.001,0.002,0
0.6,0.002,0.0,0.001,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.0,0.4,0.0,0.001,0.001,0
0.33,0.0,0.001,0.0,0.002,0
0.701,0.0,0.001,0.0,0.0,0
0.501,0.0,0.0,0.0,0.001,0
0.25,0.001,0.0,0.002,0.0,0
0.662,0.0,0.0,0.0,0.0,0
0.1,0.001,0.0,0.0,0.0,0
0.65,0.0,0.0,0.0,0.0,0
0.7,0.0,0.002,0.001,0.0,0
0.33,0.0,0.001,0.001,0.0,0
0.251,0.0,0.0,0.002,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.4,0.0,0.001,0.001,0.0,0
0.66,0.001,0.0,0.001,0.0,0
0.65,0.0,0.0,0.001,0.001,0
0.249,0.0,0.0,0.0,0.001,0
0.1,0.0,0.001,0.0,0.001,0
0.53,0.001,0.0,0.001,0.0,0
0.5,0.0,0.0,0.002,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.2,0.0,0.001,0.0,0.0,0
0.33,0.001,0.001,0.0,0.001,0
0.001,0.4,0.0,0.001,0.001,0
0.599,0.0,0.0,0.001,0.0,0
0.529,0.0,0.0,0.0,0.0,0
0.25,0.0,0.001,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.65,0.0,0.0,0.001,0.002,0
0.501,0.0,0.001,0.001,0.0,0
0.701,0.0,0.0,0.0,0.0,0
0.33,0.0,0.001,0.0,0.003,0
0.72,0.0,0.001,0.001,0.0,0
0.3,0.0,0.0,0.001,0.0,0
0.699,0.0,0.0,0.001,0.0,0
0.4,0.001,0.001,0.0,0.001,0
0.601,0.001,0.0,0.0,0.0,0
0.33,0.001,0.001,0.0,0.001,0
0.6,0.0,0.0,0.001,0.0,0
0.6,0.001,0.001,0.0,0.0,0
0.701,0.0,0.001,0.0,0.001,0
0.401,0.0,0.0,0.0,0.0,0
0.249,0.0,0.001,0.0,0.0,0
0.25,0.0,0.0,0.001,0.001,0
0.501,0.0,0.0,0.001,0.0,0
0.6,0.001,0.001,0.0,0.0,0
0.402,0.0,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.0,0.4,0.0,0.0,0.0,0
0.6,0.001,0.001,0.001,0.0,0
0.5,0.0,0.001,0.002,0.0,0
0.55,0.0,0.001,0.0,0.0,0
0.6,0.0,0.002,0.0,0.0,0
0.7,0.0,0.001,0.003,0.0,0
0.002,0.4,0.0,0.0,0.001,0
0.501,0.0,0.0,0.0,0.0,0
0.601,0.001,0.0,0.0,0.001,0
0.501,0.001,0.0,0.001,0.0,0
0.699,0.0,0.001,0.0,0.001,0
0.701,0.0,0.0,0.0,0.0,0
0.66,0.001,0.0,0.002,0.001,0
0.1,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.0,0.4,0.001,0.0,0.0,0
0.329,0.0,0.001,0.0,0.001,0
0.66,0.0,0.0,0.0,0.001,0
0.602,0.0,0.0,0.0,0.001,0
0.7,0.001,0.001,0.001,0.001,0
0.6,0.001,0.001,0.0,0.0,0
0.73,0.0,0.0,0.0,0.0,0
0.3,0.0,0.0,0.0,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.73,0.0,0.0,0.0,0.0,0
0.701,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.002,0.0,0
0.499,0.0,0.0,0.002,0.0,0
0.7,0.001,0.001,0.0,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.33,0.001,0.001,0.0,0.0,0
0.73,0.001,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.501,0.0,0.0,0.001,0.001,0
0.5,0.0,0.0,0.001,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.649,0.0,0.0,0.0,0.0,0
0.72,0.0,0.0,0.0,0.001,0
0.33,0.0,0.002,0.0,0.002,0
0.7,0.0,0.001,0.001,0.001,0
0.68,0.0,0.001,0.0,0.0,0
0.4,0.0,0.0,0.0,0.001,0
0.4,0.001,0.001,0.0,0.0,0
0.601,0.001,0.0,0.0,0.0,0
0.701,0.0,0.002,0.001,0.0,0
0.6,0.001,0.0,0.0,0.001,0
0.699,0.001,0.0,0.0,0.0,0
0.57,0.001,0.0,0.0,0.0,0
0.731,0.001,0.0,0.001,0.0,0
0.2,0.0,0.0,0.0,0.001,0
0.2,0.0,0.0,0.001,0.001,0
0.53,0.0,0.0,0.001,0.0,0
0.45,0.0,0.0,0.001,0.0,0
0.66,0.001,0.0,0.001,0.001,0
0.0,0.28,0.2,0.001,0.0,0
0.401,0.0,0.001,0.0,0.001,0
0.7,0.001,0.001,0.001,0.001,0
0.45,0.0,0.001,0.001,0.0,0
0.33,0.002,0.0,0.0,0.001,0
0.401,0.0,0.0,0.0,0.001,0
0.001,0.299,0.001,0.001,0.0,0
0.65,0.001,0.003,0.0,0.0,0
0.65,0.001,0.0,0.0,0.0,0
0.53,0.001,0.0,0.002,0.0,0
0.701,0.0,0.001,0.001,0.0,0
0.2,0.001,0.001,0.0,0.001,0
0.6,0.001,0.0,0.001,0.001,0
0.65,0.0,0.001,0.0,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.601,0.001,0.001,0.0,0.0,0
0.401,0.001,0.001,0.0,0.0,0
0.701,0.0,0.0,0.0,0.0,0
0.3,0.001,0.0,0.0,0.001,0
0.2,0.0,0.001,0.001,0.001,0
0.65,0.001,0.0,0.0,0.002,0
0.701,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.731,0.0,0.0,0.0,0.001,0
0.501,0.0,0.0,0.001,0.001,0
0.6,0.001,0.0,0.0,0.0,0
0.599,0.0,0.001,0.0,0.0,0
0.6,0.002,0.001,0.001,0.0,0
0.66,0.0,0.0,0.0,0.0,0
0.65,0.0,0.002,0.0,0.001,0
0.701,0.0,0.002,0.0,0.0,0
0.5,0.0,0.0,0.001,0.001,0
0.699,0.0,0.0,0.0,0.001,0
0.719,0.0,0.0,0.001,0.001,0
0.659,0.001,0.0,0.001,0.001,0
0.732,0.0,0.0,0.0,0.001,0
0.399,0.001,0.001,0.0,0.0,0
0.601,0.001,0.0,0.001,0.0,0
0.25,0.002,0.0,0.001,0.0,0
0.649,0.0,0.0,0.0,0.002,0
0.649,0.0,0.001,0.0,0.001,0
0.65,0.001,0.0,0.0,0.0,0
0.701,0.001,0.001,0.0,0.001,0
0.249,0.001,0.001,0.0,0.0,0
0.701,0.0,0.0,0.001,0.001,0
0.6,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.66,0.001,0.0,0.002,0.0,0
0.599,0.0,0.0,0.0,0.0,0
0.501,0.0,0.001,0.0,0.001,0
0.33,0.001,0.001,0.0,0.001,0
0.701,0.001,0.002,0.001,0.0,0
0.529,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.7,0.0,0.0,0.0,0.0,0
0.659,0.001,0.0,0.001,0.002,0
0.33,0.002,0.0,0.0,0.002,0
0.601,0.002,0.0,0.0,0.0,0
0.1,0.0,0.001,0.0,0.001,0
0.6,0.0,0.001,0.001,0.0,0
0.5,0.001,0.0,0.0,0.001,0
0.501,0.0,0.001,0.001,0.001,0
0.501,0.0,0.002,0.0,0.001,0
0.659,0.0,0.0,0.0,0.0,0
0.329,0.0,0.001,0.001,0.001,0
0.699,0.0,0.001,0.001,0.001,0
0.7,0.0,0.0,0.001,0.0,0
0.25,0.001,0.001,0.0,0.001,0
0.662,0.0,0.0,0.001,0.0,0
0.0,0.3,0.0,0.0,0.001,0
0.6,0.0,0.0,0.0,0.0,0
0.7,0.0,0.001,0.001,0.001,0
0.0,0.28,0.199,0.0,0.001,0
0.649,0.0,0.0,0.0,0.001,0
0.499,0.0,0.0,0.0,0.0,0
0.1,0.0,0.0,0.0,0.001,0
0.66,0.001,0.0,0.0,0.0,0
0.6,0.001,0.001,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.699,0.0,0.0,0.001,0.0,0
0.63,0.0,0.001,0.0,0.001,0
0.65,0.001,0.001,0.0,0.0,0
0.7,0.0,0.0,0.003,0.0,0
0.33,0.0,0.001,0.0,0.002,0
0.6,0.0,0.0,0.0,0.001,0
0.699,0.0,0.0,0.002,0.0,0
0.2,0.0,0.0,0.0,0.0,0
0.5,0.001,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.249,0.001,0.0,0.001,0.001,0
0.7,0.001,0.001,0.001,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.701,0.0,0.001,0.001,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.33,0.0,0.0,0.0,0.001,0
0.6,0.0,0.001,0.001,0.0,0
0.72,0.001,0.001,0.001,0.0,0
0.53,0.002,0.299,0.0,0.1,0
0.6,0.001,0.0,0.0,0.001,0
0.6,0.001,0.001,0.0,0.001,0
0.25,0.0,0.001,0.0,0.001,0
0.25,0.001,0.0,0.002,0.0,0
0.701,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.251,0.0,0.0,0.0,0.001,0
0.701,0.0,0.001,0.001,0.001,0
0.629,0.0,0.001,0.0,0.0,0
0.401,0.0,0.001,0.0,0.001,0
0.0,0.2,0.0,0.001,0.0,0
0.649,0.0,0.0,0.0,0.001,0
0.001,0.299,0.0,0.0,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.601,0.002,0.0,0.0,0.0,0
0.699,0.0,0.001,0.002,0.001,0
0.501,0.0,0.0,0.002,0.001,0
0.401,0.0,0.0,0.001,0.0,0
0.7,0.001,0.001,0.001,0.001,0
0.699,0.001,0.001,0.0,0.002,0
0.5,0.001,0.002,0.0,0.001,0
0.3,0.0,0.001,0.0,0.0,0
0.401,0.0,0.001,0.0,0.001,0
0.33,0.001,0.001,0.0,0.002,0
0.53,0.0,0.3,0.001,0.1,0
0.66,0.001,0.0,0.0,0.0,0
0.659,0.0,0.0,0.001,0.002,0
0.7,0.0,0.0,0.001,0.001,0
0.1,0.0,0.001,0.001,0.001,0
0.33,0.0,0.001,0.0,0.001,0
0.699,0.0,0.001,0.0,0.002,0
0.001,0.298,0.001,0.0,0.0,0
0.329,0.001,0.0,0.0,0.001,0
0.63,0.001,0.0,0.0,0.0,0
0.201,0.0,0.0,0.0,0.0,0
0.0,0.301,0.0,0.0,0.001,0
0.5,0.001,0.0,0.0,0.001,0
0.698,0.0,0.0,0.002,0.0,0
0.6,0.002,0.001,0.001,0.0,0
0.0,0.201,0.0,0.0,0.0,0
0.25,0.001,0.002,0.0,0.001,0
0.73,0.001,0.001,0.0,0.0,0
0.4,0.0,0.001,0.0,0.0,0
0.401,0.0,0.001,0.0,0.0,0
0.701,0.0,0.0,0.0,0.0,0
0.0,0.4,0.0,0.0,0.001,0
0.699,0.001,0.001,0.001,0.001,0
0.401,0.0,0.001,0.001,0.001,0
0.6,0.001,0.002,0.0,0.0,0
0.501,0.0,0.002,0.001,0.001,0
0.699,0.0,0.002,0.001,0.001,0
0.6,0.001,0.001,0.0,0.0,0
0.33,0.001,0.001,0.0,0.0,0
0.4,0.0,0.0,0.001,0.0,0
0.249,0.0,0.0,0.001,0.0,0
0.599,0.001,0.0,0.001,0.0,0
0.701,0.0,0.0,0.001,0.0,0
0.5,0.001,0.001,0.0,0.001,0
0.402,0.0,0.001,0.0,0.001,0
0.699,0.001,0.0,0.001,0.0,0
0.33,0.001,0.001,0.0,0.0,0
0.5,0.0,0.003,0.0,0.001,0
0.659,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.66,0.0,0.0,0.001,0.0,0
0.1,0.0,0.002,0.0,0.001,0
0.4,0.001,0.0,0.0,0.0,0
0.251,0.0,0.0,0.003,0.0,0
0.649,0.001,0.0,0.0,0.0,0
0.7,0.001,0.001,0.0,0.0,0
0.0,0.4,0.0,0.001,0.001,0
0.249,0.001,0.001,0.001,0.001,0
0.329,0.001,0.0,0.0,0.0,0
0.7,0.001,0.001,0.0,0.0,0
0.7,0.0,0.001,0.002,0.0,0
0.699,0.001,0.0,0.001,0.0,0
0.53,0.0,0.3,0.001,0.1,0
0.401,0.0,0.001,0.0,0.002,0
0.399,0.0,0.002,0.0,0.0,0
0.1,0.001,0.0,0.0,0.001,0
0.501,0.0,0.001,0.001,0.001,0
0.699,0.0,0.001,0.0,0.001,0
0.401,0.002,0.001,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.501,0.0,0.001,0.0,0.001,0
0.55,0.001,0.001,0.0,0.0,0
0.701,0.001,0.0,0.001,0.0,0
0.601,0.001,0.001,0.0,0.001,0
0.6,0.001,0.002,0.0,0.001,0
0.501,0.001,0.002,0.001,0.001,0
0.599,0.0,0.0,0.0,0.001,0
0.65,0.001,0.003,0.0,0.001,0
0.5,0.0,0.001,0.0,0.001,0
0.6,0.0,0.0,0.001,0.0,0
0.33,0.001,0.001,0.0,0.001,0
0.2,0.0,0.0,0.001,0.0,0
0.599,0.0,0.001,0.001,0.0,0
0.33,0.002,0.001,0.0,0.0,0
0.1,0.0,0.001,0.0,0.001,0
0.66,0.002,0.0,0.001,0.0,0
0.0,0.2,0.0,0.0,0.0,0
0.0,0.4,0.0,0.0,0.001,0
0.25,0.001,0.001,0.001,0.0,0
0.4,0.0,0.0,0.001,0.001,0
0.7,0.001,0.0,0.0,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.25,0.0,0.001,0.001,0.0,0
0.399,0.001,0.001,0.0,0.001,0
0.499,0.0,0.0,0.001,0.0,0
0.001,0.28,0.2,0.0,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.5,0.001,0.001,0.0,0.001,0
0.7,0.0,0.0,0.0,0.002,0
0.5,0.001,0.0,0.001,0.001,0
0.25,0.001,0.001,0.002,0.0,0
