A1,A2,B1,B2,C1,userLevelByHuman
0.399,0.0,0.0,0.0,0.0,0
0.501,0.0,0.0,0.0,0.0,0
0.701,0.0,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.25,0.001,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.5,0.001,0.0,0.0,0.0,0
0.55,0.0,0.001,0.0,0.0,0
0.4,0.001,0.0,0.0,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.7,0.0,0.0,0.0,0.0,0
0.55,0.0,0.0,0.0,0.001,0
0.7,0.0,0.0,0.0,0.001,0
0.569,0.0,0.0,0.0,0.0,0
0.57,0.0,0.0,0.0,0.0,0
0.3,0.001,0.0,0.0,0.0,0
0.569,0.0,0.0,0.0,0.001,0
0.7,0.0,0.0,0.001,0.001,0
0.569,0.001,0.0,0.0,0.001,0
0.001,0.0,0.1,0.0,0.2,0
0.6,0.0,0.0,0.0,0.001,0
0.6,0.0,0.3,0.001,0.0,0
0.25,0.0,0.0,0.0,0.0,0
0.701,0.0,0.0,0.001,0.0,0
0.7,0.0,0.001,0.001,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.6,0.001,0.001,0.0,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.699,0.0,0.0,0.0,0.0,0
0.3,0.0,0.0,0.001,0.0,0
0.001,0.0,0.101,0.0,0.2,0
0.399,0.0,0.001,0.0,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.701,0.0,0.0,0.001,0.001,0
0.3,0.0,0.0,0.001,0.001,0
0.3,0.001,0.0,0.0,0.0,0
0.45,0.0,0.0,0.001,0.0,0
0.4,0.001,0.001,0.0,0.0,0
0.25,0.001,0.0,0.0,0.001,0
0.5,0.0,0.0,0.001,0.0,0
0.451,0.0,0.0,0.0,0.0,0
0.7,0.001,0.0,0.001,0.0,0
0.25,0.001,0.001,0.0,0.001,0
0.6,0.0,0.0,0.0,0.001,0
0.699,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.0,0.001,0.1,0.0,0.2,0
0.55,0.0,0.0,0.001,0.0,0
0.55,0.0,0.001,0.0,0.0,0
0.4,0.0,0.0,0.0,0.001,0
0.45,0.0,0.0,0.0,0.0,0
0.55,0.001,0.0,0.001,0.0,0
0.55,0.001,0.0,0.0,0.0,0
0.351,0.0,0.0,0.0,0.0,0
0.5,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.65,0.001,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.65,0.001,0.0,0.001,0.0,0
0.57,0.0,0.001,0.0,0.0,0
0.43,0.001,0.0,0.0,0.0,0
0.7,0.0,0.002,0.0,0.0,0
0.449,0.0,0.0,0.0,0.0,0
0.5,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.002,0.0,0
0.451,0.0,0.0,0.0,0.001,0
0.301,0.0,0.0,0.0,0.0,0
0.57,0.0,0.0,0.0,0.001,0
0.5,0.001,0.0,0.0,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.55,0.0,0.001,0.001,0.0,0
0.7,0.001,0.0,0.001,0.0,0
0.651,0.001,0.0,0.0,0.0,0
0.401,0.0,0.0,0.0,0.0,0
0.699,0.0,0.0,0.0,0.001,0
0.698,0.0,0.0,0.0,0.001,0
0.0,0.001,0.1,0.0,0.199,0
0.501,0.0,0.0,0.001,0.0,0
0.25,0.0,0.0,0.0,0.001,0
0.3,0.0,0.0,0.0,0.001,0
0.65,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.5,0.0,0.0,0.0,0.0,0
0.2,0.0,0.001,0.0,0.0,0
0.7,0.0,0.002,0.0,0.001,0
0.449,0.0,0.0,0.001,0.0,0
0.571,0.0,0.0,0.0,0.0,0
0.501,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.551,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.701,0.0,0.0,0.0,0.001,0
0.43,0.001,0.0,0.0,0.001,0
0.599,0.001,0.001,0.0,0.0,0
0.5,0.001,0.0,0.001,0.0,0
0.3,0.001,0.0,0.0,0.001,0
0.4,0.001,0.001,0.001,0.0,0
0.5,0.001,0.0,0.0,0.001,0
0.6,0.0,0.001,0.0,0.0,0
0.55,0.001,0.0,0.0,0.001,0
0.4,0.0,0.0,0.0,0.001,0
0.25,0.0,0.001,0.0,0.0,0
0.43,0.0,0.0,0.0,0.001,0
0.449,0.0,0.0,0.001,0.001,0
0.5,0.001,0.0,0.0,0.001,0
0.449,0.001,0.0,0.0,0.0,0
0.65,0.0,0.001,0.0,0.001,0
0.7,0.001,0.0,0.0,0.001,0
0.5,0.001,0.0,0.0,0.001,0
0.5,0.0,0.001,0.0,0.001,0
0.7,0.0,0.002,0.0,0.002,0
0.7,0.0,0.002,0.0,0.001,0
0.699,0.001,0.0,0.001,0.0,0
0.699,0.001,0.0,0.0,0.0,0
0.6,0.0,0.001,0.001,0.0,0
0.501,0.001,0.0,0.001,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.5,0.0,0.001,0.001,0.0,0
0.6,0.001,0.3,0.0,0.0,0
0.7,0.001,0.0,0.001,0.0,0
0.569,0.001,0.0,0.0,0.002,0
0.249,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.001,0
0.6,0.001,0.3,0.0,0.001,0
0.6,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.551,0.0,0.0,0.0,0.0,0
0.7,0.0,0.003,0.0,0.001,0
0.4,0.001,0.0,0.001,0.0,0
0.501,0.001,0.0,0.001,0.0,0
0.7,0.001,0.0,0.001,0.0,0
0.25,0.001,0.0,0.001,0.001,0
0.7,0.002,0.0,0.001,0.0,0
0.6,0.001,0.001,0.0,0.0,0
0.599,0.0,0.0,0.0,0.0,0
0.701,0.0,0.0,0.001,0.0,0
0.7,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.65,0.001,0.0,0.001,0.0,0
0.4,0.001,0.002,0.001,0.0,0
0.45,0.0,0.0,0.001,0.001,0
0.699,0.001,0.0,0.0,0.0,0
0.4,0.002,0.001,0.0,0.0,0
0.3,0.0,0.0,0.001,0.0,0
0.551,0.0,0.0,0.0,0.001,0
0.301,0.001,0.0,0.0,0.0,0
0.501,0.0,0.0,0.001,0.001,0
0.55,0.0,0.002,0.0,0.0,0
0.701,0.001,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.001,0
0.55,0.001,0.0,0.0,0.0,0
0.299,0.0,0.0,0.0,0.0,0
0.4,0.001,0.001,0.0,0.0,0
0.3,0.0,0.0,0.001,0.0,0
0.6,0.001,0.001,0.0,0.001,0
0.57,0.0,0.0,0.0,0.0,0
0.698,0.001,0.0,0.0,0.001,0
0.4,0.001,0.001,0.001,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.699,0.001,0.0,0.001,0.001,0
0.5,0.0,0.001,0.0,0.0,0
0.5,0.0,0.0,0.001,0.0,0
0.3,0.001,0.0,0.001,0.001,0
0.4,0.001,0.001,0.0,0.001,0
0.3,0.0,0.001,0.0,0.0,0
0.502,0.0,0.0,0.001,0.0,0
0.25,0.0,0.002,0.0,0.0,0
0.601,0.001,0.001,0.0,0.0,0
0.499,0.0,0.0,0.0,0.0,0
0.699,0.001,0.0,0.0,0.0,0
0.7,0.001,0.002,0.0,0.001,0
0.549,0.001,0.0,0.0,0.0,0
0.5,0.001,0.0,0.002,0.0,0
0.699,0.0,0.0,0.0,0.001,0
0.25,0.0,0.001,0.0,0.001,0
0.55,0.0,0.001,0.0,0.001,0
0.55,0.0,0.0,0.0,0.001,0
0.7,0.0,0.0,0.001,0.001,0
0.4,0.001,0.001,0.0,0.0,0
0.0,0.001,0.1,0.001,0.2,0
0.55,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.001,0
0.6,0.0,0.0,0.0,0.001,0
0.499,0.0,0.0,0.0,0.0,0
0.5,0.001,0.0,0.0,0.0,0
0.45,0.0,0.0,0.0,0.001,0
0.5,0.001,0.001,0.0,0.0,0
0.698,0.001,0.0,0.0,0.0,0
0.6,0.001,0.3,0.0,0.0,0
0.6,0.0,0.001,0.001,0.001,0
0.7,0.0,0.0,0.0,0.0,0
0.5,0.0,0.001,0.0,0.0,0
0.45,0.0,0.0,0.0,0.0,0
0.3,0.001,0.0,0.0,0.001,0
0.699,0.002,0.0,0.001,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.499,0.0,0.0,0.0,0.0,0
0.55,0.0,0.001,0.001,0.0,0
0.55,0.0,0.0,0.001,0.001,0
0.699,0.0,0.001,0.0,0.0,0
0.399,0.0,0.0,0.0,0.001,0
0.301,0.001,0.0,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.5,0.001,0.0,0.001,0.0,0
0.699,0.001,0.0,0.001,0.0,0
0.251,0.0,0.001,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.299,0.0,0.0,0.0,0.001,0
0.5,0.001,0.0,0.002,0.001,0
0.7,0.001,0.0,0.0,0.0,0
0.5,0.001,0.0,0.0,0.001,0
0.45,0.0,0.0,0.0,0.0,0
0.45,0.0,0.0,0.001,0.001,0
0.601,0.0,0.001,0.0,0.0,0
0.43,0.001,0.0,0.001,0.0,0
0.549,0.0,0.0,0.0,0.0,0
0.5,0.001,0.001,0.001,0.0,0
0.5,0.0,0.001,0.001,0.0,0
0.571,0.0,0.0,0.001,0.0,0
0.6,0.0,0.0,0.0,0.0,0
0.25,0.0,0.0,0.001,0.001,0
0.7,0.001,0.001,0.0,0.001,0
0.569,0.0,0.001,0.0,0.001,0
0.699,0.002,0.0,0.001,0.001,0
0.57,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.299,0.0,0.0,0.0,0.002,0
0.43,0.001,0.0,0.001,0.001,0
0.6,0.0,0.0,0.001,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.6,0.0,0.002,0.001,0.001,0
0.699,0.0,0.001,0.0,0.001,0
0.549,0.001,0.0,0.0,0.001,0
0.65,0.001,0.0,0.0,0.0,0
0.599,0.0,0.0,0.0,0.001,0
0.3,0.001,0.001,0.0,0.001,0
0.0,0.001,0.1,0.0,0.199,0
0.502,0.0,0.0,0.001,0.0,0
0.65,0.001,0.0,0.001,0.0,0
0.43,0.001,0.0,0.001,0.001,0
0.399,0.001,0.0,0.001,0.0,0
0.5,0.0,0.001,0.001,0.0,0
0.4,0.002,0.001,0.0,0.001,0
0.6,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.45,0.0,0.0,0.001,0.001,0
0.55,0.001,0.0,0.0,0.001,0
0.698,0.001,0.0,0.0,0.0,0
0.5,0.0,0.002,0.0,0.001,0
0.599,0.0,0.3,0.001,0.0,0
0.5,0.001,0.0,0.001,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.449,0.0,0.001,0.001,0.001,0
0.352,0.0,0.0,0.0,0.0,0
0.431,0.001,0.0,0.001,0.001,0
0.7,0.0,0.0,0.0,0.001,0
0.43,0.0,0.0,0.001,0.001,0
0.57,0.0,0.0,0.0,0.001,0
0.7,0.001,0.002,0.0,0.002,0
0.501,0.0,0.0,0.0,0.0,0
0.3,0.002,0.0,0.0,0.001,0
0.249,0.0,0.001,0.0,0.001,0
0.5,0.0,0.0,0.0,0.002,0
0.431,0.001,0.001,0.001,0.001,0
0.6,0.001,0.3,0.001,0.001,0
0.25,0.001,0.0,0.0,0.001,0
0.551,0.0,0.0,0.001,0.0,0
0.501,0.001,0.001,0.001,0.0,0
0.699,0.002,0.0,0.001,0.0,0
0.5,0.0,0.0,0.002,0.001,0
0.602,0.0,0.001,0.0,0.0,0
0.501,0.001,0.0,0.0,0.0,0
0.201,0.0,0.001,0.0,0.0,0
0.43,0.001,0.0,0.001,0.0,0
0.45,0.0,0.0,0.0,0.001,0
0.399,0.0,0.0,0.001,0.001,0
0.299,0.0,0.001,0.0,0.002,0
0.601,0.0,0.0,0.0,0.0,0
0.549,0.0,0.0,0.001,0.001,0
0.5,0.001,0.001,0.001,0.001,0
0.5,0.001,0.0,0.002,0.0,0
0.5,0.0,0.0,0.002,0.0,0
0.6,0.0,0.001,0.0,0.0,0
0.65,0.0,0.0,0.0,0.0,0
0.6,0.002,0.3,0.0,0.0,0
0.57,0.0,0.0,0.0,0.002,0
0.298,0.0,0.0,0.0,0.002,0
0.55,0.001,0.001,0.0,0.0,0
0.5,0.001,0.001,0.0,0.0,0
0.6,0.0,0.001,0.0,0.001,0
0.571,0.0,0.0,0.0,0.001,0
0.65,0.002,0.0,0.0,0.0,0
0.001,0.0,0.1,0.0,0.2,0
0.249,0.001,0.001,0.0,0.001,0
0.4,0.001,0.0,0.001,0.0,0
0.549,0.001,0.0,0.0,0.001,0
0.551,0.001,0.0,0.001,0.0,0
0.699,0.002,0.001,0.001,0.0,0
0.699,0.001,0.0,0.0,0.001,0
0.399,0.0,0.0,0.0,0.0,0
0.7,0.002,0.001,0.001,0.0,0
0.569,0.0,0.0,0.001,0.001,0
0.5,0.001,0.001,0.0,0.0,0
0.25,0.0,0.001,0.0,0.0,0
0.448,0.0,0.0,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.6,0.0,0.003,0.001,0.001,0
0.4,0.001,0.001,0.0,0.0,0
0.6,0.001,0.3,0.001,0.0,0
0.55,0.001,0.001,0.001,0.0,0
0.45,0.0,0.0,0.0,0.0,0
0.55,0.001,0.0,0.0,0.001,0
0.569,0.001,0.0,0.001,0.001,0
0.251,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.0,0.0,0
0.699,0.0,0.0,0.0,0.001,0
0.599,0.0,0.0,0.0,0.001,0
0.698,0.002,0.0,0.001,0.001,0
0.249,0.0,0.0,0.0,0.001,0
0.3,0.0,0.0,0.001,0.0,0
0.399,0.0,0.001,0.0,0.0,0
0.25,0.0,0.002,0.0,0.0,0
0.701,0.0,0.0,0.0,0.0,0
0.551,0.0,0.001,0.001,0.0,0
0.25,0.001,0.002,0.0,0.001,0
0.701,0.0,0.001,0.0,0.001,0
0.55,0.0,0.0,0.001,0.0,0
0.447,0.0,0.0,0.0,0.0,0
0.55,0.001,0.0,0.0,0.002,0
0.601,0.0,0.003,0.001,0.001,0
0.7,0.001,0.0,0.001,0.0,0
0.451,0.0,0.0,0.001,0.0,0
0.55,0.001,0.001,0.0,0.001,0
0.5,0.0,0.001,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.399,0.0,0.0,0.0,0.0,0
0.4,0.0,0.0,0.0,0.001,0
0.35,0.0,0.0,0.001,0.0,0
0.5,0.002,0.001,0.001,0.001,0
0.299,0.001,0.0,0.0,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.501,0.001,0.0,0.0,0.0,0
0.43,0.001,0.001,0.001,0.001,0
0.25,0.0,0.002,0.0,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.4,0.0,0.0,0.001,0.001,0
0.25,0.001,0.0,0.001,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.299,0.0,0.0,0.0,0.001,0
0.0,0.001,0.1,0.001,0.199,0
0.7,0.0,0.001,0.0,0.0,0
0.7,0.001,0.001,0.001,0.0,0
0.25,0.001,0.001,0.0,0.001,0
0.499,0.0,0.0,0.0,0.0,0
0.25,0.0,0.0,0.0,0.001,0
0.7,0.0,0.002,0.0,0.0,0
0.601,0.001,0.3,0.0,0.001,0
0.4,0.002,0.0,0.0,0.0,0
0.249,0.001,0.0,0.001,0.001,0
0.5,0.001,0.0,0.0,0.0,0
0.5,0.0,0.0,0.002,0.0,0
0.6,0.0,0.001,0.0,0.001,0
0.5,0.0,0.001,0.0,0.0,0
0.35,0.0,0.001,0.0,0.0,0
0.7,0.0,0.001,0.0,0.001,0
0.6,0.0,0.0,0.001,0.001,0
0.4,0.0,0.0,0.001,0.001,0
0.7,0.001,0.0,0.0,0.001,0
0.499,0.0,0.001,0.0,0.0,0
0.301,0.001,0.0,0.0,0.001,0
0.401,0.0,0.0,0.001,0.0,0
0.65,0.0,0.0,0.0,0.001,0
0.499,0.0,0.0,0.0,0.0,0
0.601,0.0,0.001,0.0,0.001,0
0.599,0.0,0.001,0.0,0.0,0
0.699,0.0,0.001,0.0,0.001,0
0.25,0.0,0.002,0.0,0.001,0
0.5,0.001,0.0,0.001,0.0,0
0.7,0.001,0.001,0.001,0.0,0
0.549,0.0,0.001,0.0,0.0,0
0.55,0.001,0.001,0.0,0.001,0
0.55,0.0,0.001,0.002,0.0,0
0.4,0.002,0.001,0.0,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.399,0.0,0.001,0.0,0.0,0
0.65,0.001,0.001,0.001,0.0,0
0.25,0.0,0.0,0.0,0.0,0
0.5,0.0,0.001,0.0,0.0,0
0.699,0.0,0.0,0.0,0.0,0
0.6,0.001,0.0,0.0,0.001,0
0.498,0.0,0.0,0.0,0.0,0
0.65,0.0,0.0,0.0,0.0,0
0.601,0.002,0.001,0.0,0.0,0
0.7,0.0,0.0,0.001,0.0,0
0.55,0.0,0.002,0.001,0.0,0
0.699,0.0,0.001,0.001,0.001,0
0.4,0.0,0.0,0.0,0.0,0
0.5,0.001,0.001,0.001,0.0,0
0.4,0.001,0.0,0.0,0.001,0
0.55,0.001,0.0,0.0,0.001,0
0.299,0.002,0.0,0.0,0.001,0
0.55,0.0,0.001,0.001,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.7,0.001,0.0,0.0,0.0,0
0.7,0.001,0.0,0.001,0.0,0
0.701,0.0,0.001,0.0,0.0,0
0.6,0.0,0.001,0.001,0.001,0
0.65,0.002,0.0,0.0,0.0,0
0.699,0.002,0.0,0.0,0.0,0
0.57,0.0,0.001,0.0,0.0,0
0.699,0.001,0.0,0.0,0.0,0
0.5,0.0,0.002,0.0,0.0,0
0.699,0.002,0.001,0.001,0.0,0
0.5,0.002,0.001,0.001,0.002,0
0.5,0.0,0.001,0.002,0.001,0
0.5,0.002,0.001,0.002,0.001,0
0.6,0.001,0.002,0.0,0.001,0
0.499,0.0,0.001,0.0,0.0,0
0.5,0.0,0.0,0.0,0.001,0
0.447,0.0,0.0,0.001,0.0,0
0.699,0.001,0.0,0.0,0.001,0
0.45,0.0,0.0,0.0,0.0,0
0.6,0.001,0.0,0.0,0.0,0
0.4,0.001,0.0,0.001,0.001,0
0.699,0.002,0.001,0.002,0.0,0
0.7,0.0,0.002,0.0,0.001,0
0.701,0.0,0.001,0.0,0.0,0
0.7,0.001,0.001,0.0,0.0,0
0.57,0.0,0.0,0.001,0.0,0
0.5,0.0,0.001,0.001,0.0,0
0.6,0.001,0.299,0.0,0.0,0
0.25,0.0,0.0,0.001,0.001,0
0.451,0.0,0.001,0.0,0.0,0
0.5,0.0,0.001,0.002,0.0,0
0.649,0.0,0.001,0.0,0.001,0
0.6,0.001,0.002,0.0,0.0,0
0.45,0.0,0.001,0.001,0.001,0
0.599,0.0,0.0,0.001,0.001,0
0.5,0.001,0.0,0.0,0.0,0
0.3,0.002,0.0,0.0,0.001,0
0.45,0.0,0.0,0.0,0.001,0
0.549,0.0,0.0,0.0,0.0,0
0.5,0.001,0.0,0.002,0.001,0
0.599,0.0,0.0,0.002,0.001,0
0.7,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.549,0.0,0.001,0.001,0.0,0
0.55,0.0,0.001,0.0,0.0,0
0.4,0.001,0.0,0.001,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.57,0.0,0.001,0.0,0.0,0
0.299,0.0,0.0,0.001,0.0,0
0.569,0.001,0.0,0.0,0.001,0
0.5,0.0,0.001,0.001,0.0,0
0.448,0.001,0.0,0.0,0.0,0
0.701,0.0,0.001,0.0,0.001,0
0.699,0.002,0.001,0.001,0.0,0
0.651,0.001,0.001,0.0,0.0,0
0.701,0.0,0.0,0.0,0.001,0
0.7,0.002,0.0,0.0,0.0,0
0.501,0.001,0.0,0.001,0.001,0
0.55,0.001,0.0,0.001,0.001,0
0.7,0.0,0.001,0.001,0.0,0
0.551,0.001,0.001,0.0,0.001,0
0.7,0.001,0.0,0.001,0.001,0
0.55,0.0,0.001,0.0,0.001,0
0.5,0.001,0.0,0.001,0.001,0
0.3,0.001,0.0,0.001,0.0,0
0.7,0.001,0.001,0.001,0.0,0
0.3,0.003,0.0,0.0,0.001,0
0.65,0.001,0.0,0.0,0.0,0
0.55,0.0,0.001,0.0,0.001,0
0.7,0.0,0.002,0.0,0.001,0
0.251,0.0,0.0,0.0,0.001,0
0.25,0.001,0.0,0.0,0.0,0
0.57,0.001,0.0,0.0,0.0,0
0.549,0.0,0.0,0.001,0.002,0
0.251,0.0,0.0,0.0,0.001,0
0.55,0.0,0.001,0.0,0.002,0
0.5,0.0,0.001,0.002,0.001,0
0.551,0.0,0.002,0.0,0.0,0
0.7,0.0,0.001,0.0,0.0,0
0.5,0.001,0.0,0.002,0.001,0
0.399,0.0,0.001,0.0,0.001,0
0.25,0.001,0.001,0.0,0.0,0
0.7,0.001,0.001,0.001,0.001,0
0.2,0.001,0.0,0.0,0.0,0
0.602,0.0,0.002,0.0,0.0,0
0.3,0.0,0.001,0.0,0.0,0
0.401,0.001,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.001,0
0.251,0.001,0.0,0.0,0.001,0
0.55,0.0,0.0,0.001,0.0,0
0.601,0.0,0.0,0.001,0.0,0
0.5,0.0,0.001,0.002,0.001,0
0.251,0.0,0.0,0.001,0.0,0
0.249,0.0,0.0,0.0,0.001,0
0.399,0.0,0.0,0.0,0.002,0
0.45,0.0,0.0,0.001,0.001,0
0.549,0.0,0.001,0.001,0.002,0
0.699,0.002,0.001,0.002,0.001,0
0.4,0.002,0.001,0.001,0.0,0
0.35,0.001,0.0,0.001,0.0,0
0.701,0.0,0.001,0.0,0.0,0
0.6,0.001,0.299,0.001,0.001,0
0.501,0.0,0.0,0.0,0.0,0
0.7,0.0,0.0,0.002,0.0,0
0.001,0.001,0.1,0.0,0.199,0
0.25,0.0,0.0,0.0,0.001,0
0.5,0.001,0.0,0.001,0.0,0
0.25,0.001,0.002,0.001,0.001,0
0.451,0.0,0.001,0.0,0.0,0
0.701,0.0,0.001,0.0,0.001,0
0.599,0.0,0.0,0.002,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.6,0.0,0.3,0.0,0.001,0
0.701,0.0,0.0,0.001,0.001,0
0.599,0.0,0.002,0.0,0.0,0
0.45,0.0,0.001,0.001,0.0,0
0.251,0.0,0.0,0.0,0.0,0
0.451,0.0,0.0,0.001,0.001,0
0.601,0.0,0.001,0.0,0.0,0
0.3,0.001,0.0,0.0,0.0,0
0.601,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.001,0.001,0
0.699,0.002,0.0,0.001,0.0,0
0.569,0.001,0.0,0.001,0.001,0
0.4,0.0,0.0,0.001,0.0,0
0.7,0.001,0.0,0.0,0.001,0
0.249,0.0,0.001,0.0,0.0,0
0.699,0.001,0.001,0.0,0.0,0
0.451,0.0,0.001,0.0,0.001,0
0.6,0.001,0.3,0.0,0.001,0
0.699,0.0,0.0,0.001,0.001,0
0.399,0.0,0.0,0.001,0.001,0
0.699,0.001,0.0,0.0,0.0,0
0.549,0.001,0.0,0.001,0.001,0
0.701,0.0,0.002,0.0,0.002,0
0.401,0.0,0.0,0.001,0.001,0
0.57,0.0,0.0,0.001,0.001,0
0.57,0.0,0.001,0.0,0.0,0
0.25,0.0,0.001,0.0,0.0,0
0.399,0.001,0.0,0.0,0.0,0
0.697,0.001,0.0,0.0,0.001,0
0.001,0.001,0.1,0.0,0.2,0
0.65,0.003,0.0,0.0,0.0,0
0.449,0.0,0.0,0.001,0.001,0
0.2,0.001,0.0,0.0,0.001,0
0.6,0.001,0.3,0.0,0.001,0
0.25,0.001,0.0,0.0,0.001,0
0.6,0.001,0.002,0.001,0.001,0
0.001,0.0,0.0,0.0,0.4,0
0.55,0.0,0.001,0.0,0.001,0
0.299,0.001,0.0,0.0,0.001,0
0.6,0.0,0.001,0.002,0.0,0
0.25,0.0,0.002,0.0,0.002,0
0.2,0.001,0.0,0.001,0.0,0
0.701,0.0,0.001,0.001,0.0,0
0.7,0.001,0.001,0.0,0.001,0
0.65,0.0,0.0,0.0,0.0,0
0.401,0.0,0.0,0.0,0.0,0
0.0,0.0,0.001,0.0,0.4,0
0.57,0.0,0.0,0.0,0.0,0
0.551,0.0,0.001,0.0,0.001,0
0.698,0.0,0.0,0.0,0.002,0
0.551,0.0,0.0,0.002,0.0,0
0.4,0.001,0.001,0.001,0.0,0
0.299,0.0,0.0,0.0,0.0,0
0.249,0.001,0.0,0.0,0.0,0
0.499,0.001,0.0,0.0,0.0,0
0.7,0.0,0.003,0.0,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.599,0.0,0.0,0.0,0.001,0
0.599,0.001,0.0,0.0,0.001,0
0.501,0.0,0.0,0.0,0.0,0
0.6,0.0,0.001,0.0,0.001,0
0.7,0.001,0.001,0.0,0.0,0
0.399,0.0,0.0,0.0,0.001,0
0.7,0.0,0.001,0.0,0.0,0
0.571,0.0,0.001,0.0,0.0,0
0.651,0.001,0.001,0.001,0.0,0
0.501,0.0,0.001,0.001,0.001,0
0.55,0.0,0.001,0.001,0.0,0
0.699,0.0,0.001,0.0,0.001,0
